name,website,country,city,industry_category,short_description,products_services,uses_gis,uses_remote_sensing,uses_drones,uses_lidar,uses_satellite_data,source_links,linkedin_url,followers,estimated_revenue,company_name,hq_country,hq_city,founded_year,status,main_product_or_service,product_category,core_use_cases,industry_verticals,delivery_model,target_customer_type,target_roles,regions_served,notable_customers,pricing_model,pricing_public,entry_price_or_plan,revenue_model,key_differentiators,main_competitors,partnerships,channel,go_to_market_notes,employee_count,linkedin_followers,funding,estimated_revenue_or_proxy,web_traffic_proxy,recent_news_or_launches,last_verified_date,data_sources,tech_stack_or_platform_notes,competitive_with_brooksie,potential_customer_of_brooksie,brooksie_as_customer_of_them
Phelps2020 Inc.,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Phelps2020 Inc.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Pixspan Inc.,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Pixspan Inc.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Plan.City,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,392,,Plan.City,unknown,unknown,unknown,unknown,unknown,unknown,unknown,government,unknown,government,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into government users for unknown.,unknown,392,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
"Planet 9 Studios, Inc.",,,unknown,,"Planet 9 Studios, Inc","Planet 9 Studios, Inc",unknown,unknown,unknown,unknown,unknown,unknown,,,,"Planet 9 Studios, Inc.",unknown,unknown,unknown,unknown,"Planet 9 Studios, Inc",unknown,unknown,unknown,mobile,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Planet,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Power Technology,,,unknown,Geo Week exhibitor,Official Geo Week exhibitor listed for the 2023 event.,"Geospatial, surveying, lidar, reality capture, mapping, or related products/services",yes,unknown,unknown,yes,unknown,https://www.geo-week.com/event-news/geo-week-announces-100-exhibitors-to-date/,,,,Power Technology,unknown,unknown,unknown,unknown,"Geospatial, surveying, lidar, reality capture, mapping, or related products/services",LiDAR / 3D geospatial,surveying,energy / utilities,services,enterprise,GIS analyst; surveyor,unknown,unknown,services,unknown,unknown,Services and project fees,LiDAR / 3D geospatial,RIEGL; Pix4D; Bentley,unknown,direct,Direct website-led GTM into enterprise users for LiDAR / 3D geospatial.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,LiDAR / point clouds,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
Pratibha Technocrats Pvt.Ltd.,,India,unknown,,Pratibha Technocrats Pvt.Ltd,Pratibha Technocrats Pvt.Ltd,unknown,unknown,unknown,unknown,unknown,unknown,,,,Pratibha Technocrats Pvt.Ltd.,India,unknown,unknown,unknown,Pratibha Technocrats Pvt.Ltd,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Pre-Loss,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,https://www.linkedin.com/company/pre-loss/,https://www.linkedin.com/company/pre-loss/,320,,Pre-Loss,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,320,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Priemere GeoTechnology,,United States,Katy,GIS / Esri partner,"Specializing in advanced GIS for the GeoScience community, with primary focus on upstream E&P sub-surface analysis in the Oil & Gas sector.With more than 25...","Application Development, Data Conversion/Migration, Implementation",yes,unknown,unknown,unknown,unknown,https://www.esri.com/en-us/about/partners/find-partner | https://www.esri.com/partners/priemere-geotechnolo-a2T70000000TUUbEAO,,,,Priemere GeoTechnology,United States,Katy,unknown,unknown,"Application Development, Data Conversion/Migration, Implementation",GIS / mapping platform,unknown,AEC / infrastructure,SaaS; services,enterprise,GIS analyst,unknown,unknown,services,unknown,unknown,Services and project fees,GIS / mapping platform,Esri; Mapbox; CARTO; Felt; Atlas.co,Esri,partner-led,Partner-oriented GTM into enterprise accounts for GIS / mapping platform.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,GIS data,unknown,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.","Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.","Brooksie could use this for map rendering, visualization, geospatial UI components, or workflow integrations."
Primordial by Polaris Defense,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Primordial by Polaris Defense,unknown,unknown,unknown,unknown,unknown,unknown,unknown,defense / intelligence,unknown,government,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into government users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Pro LiDAR,,,unknown,LiDAR / 3D geospatial,LiDAR / 3D geospatial,LiDAR and 3D geospatial platform,unknown,unknown,unknown,yes,unknown,https://www.linkedin.com/showcase/pro-lidar/,https://www.linkedin.com/showcase/pro-lidar/,20,,Pro LiDAR,unknown,unknown,unknown,unknown,LiDAR and 3D geospatial platform,LiDAR / 3D geospatial,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,LiDAR / 3D geospatial,RIEGL; Pix4D; Bentley,unknown,direct,Direct website-led GTM into enterprise users for LiDAR / 3D geospatial.,unknown,20,unknown,unknown,unknown,unknown,2026-04-17,LiDAR / point clouds,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
Python Geologists,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,https://www.linkedin.com/company/python-geologists/,https://www.linkedin.com/company/python-geologists/,2082,,Python Geologists,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,2082,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Queb Technologies,,,unknown,earth observation / Planet partner,Partner brand listed in the Planet partner directory.,"Earth observation, geospatial analytics, or satellite data services",yes,yes,unknown,unknown,yes,https://partner.planet.com/directory/s/list | https://partner.planet.com/directory/s/accountbrand/0TUHp0000000CQVOA2/queb-technologies,,,,Queb Technologies,unknown,unknown,unknown,unknown,"Earth observation, geospatial analytics, or satellite data services",earth observation analytics,geospatial analysis; satellite imagery analysis,unknown,services,enterprise,remote sensing analyst; data analyst,unknown,unknown,services,unknown,unknown,Services and project fees,earth observation analytics,Planet; Picterra; Brooksie AI; UP42,Planet,partner-led,Partner-oriented GTM into enterprise accounts for earth observation analytics.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,satellite imagery,unknown,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.",Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
Ragvasant Engineering And Consultancy Services,,India,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Ragvasant Engineering And Consultancy Services,India,unknown,unknown,unknown,unknown,unknown,unknown,AEC / infrastructure,services,enterprise,unknown,unknown,unknown,services,unknown,unknown,Services and project fees,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
RASID,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,597,,RASID,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,597,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Raster4,,,unknown,earth observation / Planet partner,Partner brand listed in the Planet partner directory.,"Earth observation, geospatial analytics, or satellite data services",yes,yes,unknown,unknown,yes,https://partner.planet.com/directory/s/list | https://partner.planet.com/directory/s/accountbrand/0TUHp0000000A5LOAU/raster4,,,,Raster4,unknown,unknown,unknown,unknown,"Earth observation, geospatial analytics, or satellite data services",earth observation analytics,geospatial analysis; satellite imagery analysis,unknown,services,enterprise,remote sensing analyst; data analyst,unknown,unknown,services,unknown,unknown,Services and project fees,earth observation analytics,Planet; Picterra; Brooksie AI; UP42,Planet,partner-led,Partner-oriented GTM into enterprise accounts for earth observation analytics.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,satellite imagery,unknown,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.",Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
Ratekon OÜ,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,236,,Ratekon OÜ,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,236,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Redrover Company Ltd.,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Redrover Company Ltd.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Regenerative Soil Health Laboratory,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,714,,Regenerative Soil Health Laboratory,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,714,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Remote Sensing,,,unknown,earth observation / remote sensing company,earth observation analytics,remote sensing,unknown,yes,unknown,unknown,yes,unknown,,22637,,Remote Sensing,unknown,unknown,unknown,unknown,remote sensing,earth observation analytics,satellite imagery analysis,unknown,unknown,enterprise,remote sensing analyst,unknown,unknown,unknown,unknown,unknown,unknown,earth observation analytics,Planet; Picterra; Brooksie AI; UP42,unknown,direct,Direct website-led GTM into enterprise users for earth observation analytics.,unknown,22637,unknown,unknown,unknown,unknown,2026-04-17,satellite imagery,unknown,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.",Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
